tstamp,windspeed-2,windspeed-1,windspeed-0,temperature-2,temperature-1,temperature-0,solarflux,humidity-2,humidity-1,humidity-0,clearingprice
965295000,8.4724,8.92677,9.17144,72.547,72.9182,73.042,46.2051,0.515,0.505,0.5,0.14
965295900,8.92677,9.17144,8.68211,72.9182,73.042,72.3614,37.4702,0.505,0.5,0.51219,0.14
965296800,9.17144,8.68211,8.33259,73.042,72.3614,71.8045,30.0493,0.5,0.51219,0.52125,0.14
965297700,8.68211,8.33259,8.12287,72.3614,71.8045,71.3714,23.9424,0.51219,0.52125,0.52719,0.14
965298600,8.33259,8.12287,8.05297,71.8045,71.3714,71.062,19.1495,0.52125,0.52719,0.53,0.14
965299500,8.12287,8.05297,8.33259,71.3714,71.062,71.2476,17.8168,0.52719,0.53,0.5175,0.14
965300400,8.05297,8.33259,8.6122,71.062,71.2476,71.3095,16.3674,0.53,0.5175,0.51,0.14
965301300,8.33259,8.6122,8.89182,71.2476,71.3095,71.2476,14.8013,0.5175,0.51,0.5075,0.14
965302200,8.6122,8.89182,9.17144,71.3095,71.2476,71.062,13.1184,0.51,0.5075,0.51,0.14
965303100,8.89182,9.17144,9.66077,71.2476,71.062,70.4826,10.8231,0.5075,0.51,0.52688,0.14
965304000,9.17144,9.66077,10.0103,71.062,70.4826,69.9595,8.74167,0.51,0.52688,0.5425,0.14
965304900,9.66077,10.0103,10.22,70.4826,69.9595,69.4926,6.87403,0.52688,0.5425,0.55688,0.14
965305800,10.0103,10.22,10.2899,69.9595,69.4926,69.082,5.22021,0.5425,0.55688,0.57,0.14
965306700,10.22,10.2899,10.1151,69.4926,69.082,68.9976,3.75092,0.55688,0.57,0.57531,0.14
965307600,10.2899,10.1151,9.87048,69.082,68.9976,68.7895,2.515,0.57,0.57531,0.58375,0.14
965308500,10.1151,9.87048,9.55591,68.9976,68.7895,68.4576,1.51243,0.57531,0.58375,0.59531,0.14
965309400,9.87048,9.55591,9.17144,68.7895,68.4576,68.002,0.74322,0.58375,0.59531,0.61,0.16
965310300,9.55591,9.17144,8.19278,68.4576,68.002,66.9501,0.48774,0.59531,0.61,0.64094,0.16
965311200,9.17144,8.19278,7.49374,68.002,66.9501,66.0895,0.27871,0.61,0.64094,0.66625,0.16
965312100,8.19278,7.49374,7.07431,66.9501,66.0895,65.4201,0.11613,0.64094,0.66625,0.68594,0.16
965313000,7.49374,7.07431,6.9345,66.0895,65.4201,64.942,0,0.66625,0.68594,0.7,0.16
965313900,7.07431,6.9345,7.70345,65.4201,64.942,64.942,0,0.68594,0.7,0.69719,0.16
965314800,6.9345,7.70345,8.33259,64.942,64.942,64.942,0,0.7,0.69719,0.69625,0.1562
965315700,7.70345,8.33259,8.82192,64.942,64.942,64.942,0,0.69719,0.69625,0.69719,0.14
965316600,8.33259,8.82192,9.17144,64.942,64.942,64.942,0,0.69625,0.69719,0.7,0.14
965317500,8.82192,9.17144,9.17144,64.942,64.942,65.0264,0,0.69719,0.7,0.70844,0.14
965318400,9.17144,9.17144,9.17144,64.942,65.0264,65.0545,0,0.7,0.70844,0.71625,0.14
965319300,9.17144,9.17144,9.17144,65.0264,65.0545,65.0264,0,0.70844,0.71625,0.72344,0.14
965320200,9.17144,9.17144,9.17144,65.0545,65.0264,64.942,0,0.71625,0.72344,0.73,0.14
965321100,9.17144,9.17144,8.94075,65.0264,64.942,64.7339,0,0.72344,0.73,0.73688,0.14
965322000,9.17144,8.94075,8.86386,64.942,64.7339,64.5145,0,0.73,0.73688,0.7425,0.14
965322900,8.94075,8.86386,8.94075,64.7339,64.5145,64.2839,0,0.73688,0.7425,0.74688,0.14
965323800,8.86386,8.94075,9.17144,64.5145,64.2839,64.042,0,0.7425,0.74688,0.75,0.14
965324700,8.94075,9.17144,10.3528,64.2839,64.042,63.7551,0,0.74688,0.75,0.74719,0.14
965325600,9.17144,10.3528,11.1567,64.042,63.7551,63.4795,0,0.75,0.74719,0.74625,0.14
965326500,10.3528,11.1567,11.5831,63.7551,63.4795,63.2151,0,0.74719,0.74625,0.74719,0.14
965327400,11.1567,11.5831,11.6321,63.4795,63.2151,62.962,0,0.74625,0.74719,0.75,0.14
965328300,11.5831,11.6321,10.2969,63.2151,62.962,62.8382,0,0.74719,0.75,0.7575,0.14
965329200,11.6321,10.2969,9.25532,62.962,62.8382,62.647,0,0.75,0.7575,0.765,0.14
965330100,10.2969,9.25532,8.50735,62.8382,62.647,62.3882,0,0.7575,0.765,0.7725,0.14
965331000,9.25532,8.50735,8.05297,62.647,62.3882,62.062,0,0.765,0.7725,0.78,0.14
965331900,8.50735,8.05297,8.64716,62.3882,62.062,61.5839,0,0.7725,0.78,0.78469,0.14
965332800,8.05297,8.64716,9.03163,62.062,61.5839,61.0945,0,0.78,0.78469,0.79125,0.14
965333700,8.64716,9.03163,9.20639,61.5839,61.0945,60.5939,0,0.78469,0.79125,0.79969,0.14
965334600,9.03163,9.20639,9.17144,61.0945,60.5939,60.082,0,0.79125,0.79969,0.81,0.14
965335500,9.20639,9.17144,8.40249,60.5939,60.082,59.4239,0,0.79969,0.81,0.82781,0.14
965336400,9.17144,8.40249,7.77335,60.082,59.4239,58.8445,0,0.81,0.82781,0.84375,0.14
965337300,8.40249,7.77335,7.28402,59.4239,58.8445,58.3439,0,0.82781,0.84375,0.85781,0.14
965338200,7.77335,7.28402,6.9345,58.8445,58.3439,57.922,0,0.84375,0.85781,0.87,0.14
965339100,7.28402,6.9345,6.9345,58.3439,57.922,57.5282,0,0.85781,0.87,0.88031,0.14
965340000,6.9345,6.9345,6.9345,57.922,57.5282,57.247,0,0.87,0.88031,0.88875,0.14
965340900,6.9345,6.9345,6.9345,57.5282,57.247,57.0782,0,0.88031,0.88875,0.89531,0.14
965341800,6.9345,6.9345,6.9345,57.247,57.0782,57.022,0.28105,0.88875,0.89531,0.9,0.14
965342700,6.9345,6.9345,6.9345,57.0782,57.022,57.3314,0.71955,0.89531,0.9,0.9,0.14
965343600,6.9345,6.9345,6.9345,57.022,57.3314,57.5845,1.41129,0.9,0.9,0.9,0.14
965344500,6.9345,6.9345,6.9345,57.3314,57.5845,57.7814,2.35626,0.9,0.9,0.9,0.14
965345400,6.9345,6.9345,6.9345,57.5845,57.7814,57.922,3.55446,0.9,0.9,0.9,0.14
965346300,6.9345,6.9345,6.9345,57.7814,57.922,57.8207,5.17177,0.9,0.9,0.90281,0.14
965347200,6.9345,6.9345,6.9345,57.922,57.8207,57.787,6.93173,0.9,0.90281,0.90375,0.14
965348100,6.9345,6.9345,6.9345,57.8207,57.787,57.8207,8.83432,0.90281,0.90375,0.90281,0.14
965349000,6.9345,6.9345,6.9345,57.787,57.8207,57.922,10.8795,0.90375,0.90281,0.9,0.14
965349900,6.9345,6.9345,6.9345,57.8207,57.922,57.7364,12.7192,0.90281,0.9,0.90281,0.14
965350800,6.9345,6.9345,6.9345,57.922,57.7364,57.8545,14.9336,0.9,0.90281,0.89875,0.14
965351700,6.9345,6.9345,6.9345,57.7364,57.8545,58.2764,17.5228,0.90281,0.89875,0.88781,0.14
965352600,6.9345,6.9345,6.9345,57.8545,58.2764,59.002,20.4868,0.89875,0.88781,0.87,0.14
965353500,6.9345,6.9345,6.49411,58.2764,59.002,61.0439,23.4631,0.88781,0.87,0.82188,0.14
965354400,6.9345,6.49411,6.34731,59.002,61.0439,62.7145,27.0558,0.87,0.82188,0.7825,0.14
965355300,6.49411,6.34731,6.49411,61.0439,62.7145,64.0139,31.2651,0.82188,0.7825,0.75188,0.14
965356200,6.34731,6.49411,6.9345,62.7145,64.0139,64.942,36.0909,0.7825,0.75188,0.73,0.12
965357100,6.49411,6.9345,8.67512,64.0139,64.942,64.8407,43.6445,0.75188,0.73,0.73281,0.12
965358000,6.9345,8.67512,10.0383,64.942,64.8407,64.807,50.407,0.73,0.73281,0.73375,0.12
965358900,8.67512,10.0383,11.0239,64.8407,64.807,64.8407,56.3787,0.73281,0.73375,0.73281,0.12
965359800,10.0383,11.0239,11.6321,64.807,64.8407,64.942,61.5593,0.73375,0.73281,0.73,0.12
965360700,11.0239,11.6321,11.4853,64.8407,64.942,65.0264,65.1995,0.73281,0.73,0.72625,0.12
965361600,11.6321,11.4853,11.2126,64.942,65.0264,65.2345,68.5484,0.73,0.72625,0.72,0.12
965362500,11.4853,11.2126,10.8142,65.0264,65.2345,65.5664,71.6061,0.72625,0.72,0.71125,0.12
965363400,11.2126,10.8142,10.2899,65.2345,65.5664,66.022,74.3725,0.72,0.71125,0.7,0.12
965364300,10.8142,10.2899,9.24134,65.5664,66.022,66.7026,77.3227,0.71125,0.7,0.68344,0.12
965365200,10.2899,9.24134,8.33259,66.022,66.7026,67.4395,79.665,0.7,0.68344,0.66625,0.12
965366100,9.24134,8.33259,7.56364,66.7026,67.4395,68.2326,81.3994,0.68344,0.66625,0.64844,0.12
965367000,8.33259,7.56364,6.9345,67.4395,68.2326,69.082,82.5257,0.66625,0.64844,0.63,0.12
965367900,7.56364,6.9345,6.1306,68.2326,69.082,70.3589,82.4131,0.64844,0.63,0.60344,0.12
965368800,6.9345,6.1306,5.67623,69.082,70.3589,71.4445,82.1133,0.63,0.60344,0.58125,0.12
965369700,6.1306,5.67623,5.57137,70.3589,71.4445,72.3389,81.6261,0.60344,0.58125,0.56344,0.12
965370600,5.67623,5.57137,5.81603,71.4445,72.3389,73.042,80.9517,0.58125,0.56344,0.55,0.12
965371500,5.57137,5.81603,7.45878,72.3389,73.042,73.0645,80.2969,0.56344,0.55,0.55688,0.12
965372400,5.81603,7.45878,8.75201,73.042,73.0645,73.222,79.3169,0.55,0.55688,0.5575,0.12
965373300,7.45878,8.75201,9.69572,73.0645,73.222,73.5145,78.0118,0.55688,0.5575,0.55188,0.12
965374200,8.75201,9.69572,10.2899,73.222,73.5145,73.942,76.3816,0.5575,0.55188,0.54,0.12
965375100,9.69572,10.2899,9.67475,73.5145,73.942,74.9939,74.4647,0.55188,0.54,0.50313,0.12
965376000,10.2899,9.67475,9.28329,73.942,74.9939,75.8545,72.197,0.54,0.50313,0.4725,0.12
965376900,9.67475,9.28329,9.11552,74.9939,75.8545,76.5239,69.5786,0.50313,0.4725,0.44813,0.12
965377800,9.28329,9.11552,9.17144,75.8545,76.5239,77.002,66.6095,0.4725,0.44813,0.43,0.12
965378700,9.11552,9.17144,10.0173,76.5239,77.002,77.1032,62.7621,0.44813,0.43,0.42188,0.12
965379600,9.17144,10.0173,10.7093,77.002,77.1032,77.137,58.9157,0.43,0.42188,0.4175,0.12
965380500,10.0173,10.7093,11.2476,77.1032,77.137,77.1032,55.0704,0.42188,0.4175,0.41688,0.12
965381400,10.7093,11.2476,11.6321,77.137,77.1032,77.002,51.226,0.4175,0.41688,0.42,0.12
965382300,11.2476,11.6321,11.7579,77.1032,77.002,76.6307,47.4238,0.41688,0.42,0.44094,0.12
965383200,11.6321,11.7579,11.7998,77.002,76.6307,76.327,43.5952,0.42,0.44094,0.45625,0.12
965384100,11.7579,11.7998,11.7579,76.6307,76.327,76.0907,39.7403,0.44094,0.45625,0.46594,0.12
965385000,11.7998,11.7579,11.6321,76.327,76.0907,75.922,35.859,0.45625,0.46594,0.47,0.12
965385900,11.7579,11.6321,11.1707,76.0907,75.922,76.192,31.7197,0.46594,0.47,0.45438,0.1279
965386800,11.6321,11.1707,10.7932,75.922,76.192,76.282,27.7085,0.47,0.45438,0.4425,0.1255
965387700,11.1707,10.7932,10.4996,76.192,76.282,76.192,23.8254,0.45438,0.4425,0.43438,0.1343
965388600,10.7932,10.4996,10.2899,76.282,76.192,75.922,20.0704,0.4425,0.43438,0.43,0.1313
965389500,10.4996,10.2899,10.2899,76.192,75.922,75.4045,15.8543,0.43438,0.43,0.4275,0.1341
965390400,10.2899,10.2899,10.2899,75.922,75.4045,74.752,12.1591,0.43,0.4275,0.43,0.1341
965391300,10.2899,10.2899,10.2899,75.4045,74.752,73.9645,8.9849,0.4275,0.43,0.4375,0.134
965392200,10.2899,10.2899,10.2899,74.752,73.9645,73.042,6.33173,0.43,0.4375,0.45,0.1273
965393100,10.2899,10.2899,10.3948,73.9645,73.042,71.5964,4.56165,0.4375,0.45,0.475,0.1357
965394000,10.2899,10.3948,10.4297,73.042,71.5964,70.2745,3.07117,0.45,0.475,0.5,0.1345
965394900,10.3948,10.4297,10.3948,71.5964,70.2745,69.0764,1.8603,0.475,0.5,0.525,0.1373
965395800,10.4297,10.3948,10.2899,70.2745,69.0764,68.002,0.92903,0.5,0.525,0.55,0.1382
965396700,10.3948,10.2899,9.80058,69.0764,68.002,66.9501,0.60968,0.525,0.55,0.58156,0.1385
965397600,10.2899,9.80058,9.45106,68.002,66.9501,66.0895,0.34839,0.55,0.58156,0.60875,0.1386
965398500,9.80058,9.45106,9.24134,66.9501,66.0895,65.4201,0.14516,0.58156,0.60875,0.63156,0.14
965399400,9.45106,9.24134,9.17144,66.0895,65.4201,64.942,0,0.60875,0.63156,0.65,0.14
965400300,9.24134,9.17144,9.43008,65.4201,64.942,64.942,0,0.63156,0.65,0.65844,0.14
965401200,9.17144,9.43008,9.70271,64.942,64.942,64.942,0,0.65,0.65844,0.66625,0.14
965402100,9.43008,9.70271,9.98932,64.942,64.942,64.942,0,0.65844,0.66625,0.67344,0.14
965403000,9.70271,9.98932,10.2899,64.942,64.942,64.942,0,0.66625,0.67344,0.68,0.14
965403900,9.98932,10.2899,10.5416,64.942,64.942,65.1276,0,0.67344,0.68,0.68406,0.14
965404800,10.2899,10.5416,10.8491,64.942,65.1276,65.1895,0,0.68,0.68406,0.68875,0.14
965405700,10.5416,10.8491,11.2126,65.1276,65.1895,65.1276,0,0.68406,0.68875,0.69406,0.14
965406600,10.8491,11.2126,11.6321,65.1895,65.1276,64.942,0,0.68875,0.69406,0.7,0.14
965407500,11.2126,11.6321,12.9463,65.1276,64.942,64.3457,0,0.69406,0.7,0.70844,0.14
965408400,11.6321,12.9463,13.7572,64.942,64.3457,63.817,0,0.7,0.70844,0.71625,0.14
965409300,12.9463,13.7572,14.0647,64.3457,63.817,63.3557,0,0.70844,0.71625,0.72344,0.14
965410200,13.7572,14.0647,13.869,63.817,63.3557,62.962,0,0.71625,0.72344,0.73,0.14
965411100,14.0647,13.869,11.8697,63.3557,62.962,62.8382,0,0.72344,0.73,0.73125,0.14
965412000,13.869,11.8697,10.234,62.962,62.8382,62.647,0,0.73,0.73125,0.735,0.14
965412900,11.8697,10.234,8.96173,62.8382,62.647,62.3882,0,0.73125,0.735,0.74125,0.14
965413800,10.234,8.96173,8.05297,62.647,62.3882,62.062,0,0.735,0.74125,0.75,0.14
965414700,8.96173,8.05297,8.26268,62.3882,62.062,61.3814,0,0.74125,0.75,0.77063,0.14
965415600,8.05297,8.26268,8.33259,62.062,61.3814,60.8245,0,0.75,0.77063,0.7875,0.14
965416500,8.26268,8.33259,8.26268,61.3814,60.8245,60.3914,0,0.77063,0.7875,0.80063,0.14
965417400,8.33259,8.26268,8.05297,60.8245,60.3914,60.082,0,0.7875,0.80063,0.81,0.14
965418300,8.26268,8.05297,7.28402,60.3914,60.082,60.3689,0,0.80063,0.81,0.80156,0.14
965419200,8.05297,7.28402,6.65489,60.082,60.3689,60.4645,0,0.81,0.80156,0.79875,0.14
965420100,7.28402,6.65489,6.16556,60.3689,60.4645,60.3689,0,0.80156,0.79875,0.80156,0.14
965421000,6.65489,6.16556,5.81603,60.4645,60.3689,60.082,0,0.79875,0.80156,0.81,0.14
965421900,6.16556,5.81603,6.36129,60.3689,60.082,59.1314,0,0.80156,0.81,0.83813,0.16
965422800,5.81603,6.36129,6.54304,60.082,59.1314,58.3045,0,0.81,0.83813,0.8625,0.14
965423700,6.36129,6.54304,6.36129,59.1314,58.3045,57.6014,0,0.83813,0.8625,0.88313,0.14
965424600,6.54304,6.36129,5.81603,58.3045,57.6014,57.022,0,0.8625,0.88313,0.9,0.14
965425500,6.36129,5.81603,3.06181,57.6014,57.022,56.5495,0,0.88313,0.9,0.90656,0.16
965426400,5.81603,3.06181,1.17439,57.022,56.5495,56.212,0,0.9,0.90656,0.91375,0.3
965427300,3.06181,1.17439,0.15379,56.5495,56.212,56.0095,0,0.90656,0.91375,0.92156,0.3
965428200,1.17439,0.15379,0,56.212,56.0095,55.942,0.27961,0.91375,0.92156,0.93,0.3
965429100,0.15379,0,2.97792,56.0095,55.942,56.1276,0.69717,0.92156,0.93,0.95031,0.3
965430000,0,2.97792,5.31272,55.942,56.1276,56.3695,1.39615,0.93,0.95031,0.96375,0.3
965430900,2.97792,5.31272,7.00441,56.1276,56.3695,56.6676,2.37654,0.95031,0.96375,0.97031,0.16
965431800,5.31272,7.00441,8.05297,56.3695,56.6676,57.022,3.63836,0.96375,0.97031,0.97,0.14
965432700,7.00441,8.05297,6.96945,56.6676,57.022,57.1457,4.33084,0.97031,0.97,0.95906,0.14
965433600,8.05297,6.96945,6.23546,57.022,57.1457,57.517,5.87192,0.97,0.95906,0.94375,0.14
965434500,6.96945,6.23546,5.85099,57.1457,57.517,58.1357,8.26158,0.95906,0.94375,0.92406,0.14
965435400,6.23546,5.85099,5.81603,57.517,58.1357,59.002,11.4998,0.94375,0.92406,0.9,0.14
965436300,5.85099,5.81603,7.28402,58.1357,59.002,60.8582,17.3405,0.92406,0.9,0.8575,0.14
965437200,5.81603,7.28402,8.33259,59.002,60.8582,62.467,22.8605,0.9,0.8575,0.82,0.14
965438100,7.28402,8.33259,8.96173,60.8582,62.467,63.8282,28.06,0.8575,0.82,0.7875,0.12
965439000,8.33259,8.96173,9.17144,62.467,63.8282,64.942,32.9388,0.82,0.7875,0.76,0.12
965439900,8.96173,9.17144,7.70345,63.8282,64.942,65.5214,37.2221,0.7875,0.76,0.74125,0.12
965440800,9.17144,7.70345,6.65489,64.942,65.5214,66.0445,41.3681,0.76,0.74125,0.725,0.12
965441700,7.70345,6.65489,6.02575,65.5214,66.0445,66.5114,45.3768,0.74125,0.725,0.71125,0.12
965442600,6.65489,6.02575,5.81603,66.0445,66.5114,66.922,49.2481,0.725,0.71125,0.7,0.12
965443500,6.02575,5.81603,6.96945,66.5114,66.922,67.1076,53.0986,0.71125,0.7,0.69688,0.12
965444400,5.81603,6.96945,7.91316,66.922,67.1076,67.3495,56.7342,0.7,0.69688,0.6925,0.12
965445300,6.96945,7.91316,8.64716,67.1076,67.3495,67.6476,60.1549,0.69688,0.6925,0.68688,0.12
965446200,7.91316,8.64716,9.17144,67.3495,67.6476,68.002,63.3607,0.6925,0.68688,0.68,0.12
965447100,8.64716,9.17144,9.2763,67.6476,68.002,68.3114,66.2901,0.68688,0.68,0.67375,0.12
965448000,9.17144,9.2763,9.31125,68.002,68.3114,68.7445,69.0456,0.68,0.67375,0.665,0.12
965448900,9.2763,9.31125,9.2763,68.3114,68.7445,69.3014,71.6272,0.67375,0.665,0.65375,0.12
965449800,9.31125,9.2763,9.17144,68.7445,69.3014,69.982,74.0349,0.665,0.65375,0.64,0.12
965450700,9.2763,9.17144,8.68211,69.3014,69.982,71.242,76.8766,0.65375,0.64,0.61438,0.12
965451600,9.17144,8.68211,8.33259,69.982,71.242,72.322,79.1391,0.64,0.61438,0.5925,0.12
965452500,8.68211,8.33259,8.12287,71.242,72.322,73.222,80.8225,0.61438,0.5925,0.57438,0.12
965453400,8.33259,8.12287,8.05297,72.322,73.222,73.942,81.9268,0.5925,0.57438,0.56,0.12
965454300,8.12287,8.05297,8.5423,73.222,73.942,74.0264,81.8707,0.57438,0.56,0.55688,0.12
965455200,8.05297,8.5423,8.89182,73.942,74.0264,74.2345,81.6229,0.56,0.55688,0.5525,0.12
965456100,8.5423,8.89182,9.10153,74.0264,74.2345,74.5664,81.1836,0.55688,0.5525,0.54688,0.12
965457000,8.89182,9.10153,9.17144,74.2345,74.5664,75.022,80.5526,0.5525,0.54688,0.54,0.12
965457900,9.10153,9.17144,8.57725,74.5664,75.022,75.8039,79.8844,0.54688,0.54,0.53188,0.12
965458800,9.17144,8.57725,8.19278,75.022,75.8039,76.5745,78.9218,0.54,0.53188,0.5225,0.12
965459700,8.57725,8.19278,8.01802,75.8039,76.5745,77.3339,77.6646,0.53188,0.5225,0.51188,0.12
965460600,8.19278,8.01802,8.05297,76.5745,77.3339,78.082,76.113,0.5225,0.51188,0.5,0.12
965461500,8.01802,8.05297,8.92677,77.3339,78.082,78.9707,74.4108,0.51188,0.5,0.48594,0.12
965462400,8.05297,8.92677,9.59086,78.082,78.9707,79.747,72.3182,0.5,0.48594,0.47125,0.12
965463300,8.92677,9.59086,10.0452,78.9707,79.747,80.4107,69.8352,0.48594,0.47125,0.45594,0.12
965464200,9.59086,10.0452,10.2899,79.747,80.4107,80.962,66.9617,0.47125,0.45594,0.44,0.12
965465100,10.0452,10.2899,9.90543,80.4107,80.962,81.4345,63.1593,0.45594,0.44,0.41219,0.12
965466000,10.2899,9.90543,9.59086,80.962,81.4345,81.772,59.3254,0.44,0.41219,0.39125,0.12
965466900,9.90543,9.59086,9.3462,81.4345,81.772,81.9745,55.4602,0.41219,0.39125,0.37719,0.12
965467800,9.59086,9.3462,9.17144,81.772,81.9745,82.042,51.5636,0.39125,0.37719,0.37,0.12
965468700,9.3462,9.17144,9.06658,81.9745,82.042,81.8564,47.6199,0.37719,0.37,0.38094,0.12
965469600,9.17144,9.06658,9.03163,82.042,81.8564,81.6145,43.6553,0.37,0.38094,0.39125,0.12
965470500,9.06658,9.03163,9.06658,81.8564,81.6145,81.3164,39.6699,0.38094,0.39125,0.40094,0.12
965471400,9.03163,9.06658,9.17144,81.6145,81.3164,80.962,35.6636,0.39125,0.40094,0.41,0.12
965472300,9.06658,9.17144,9.55591,81.3164,80.962,80.6526,31.3531,0.40094,0.41,0.41469,0.12
965473200,9.17144,9.55591,9.87048,80.962,80.6526,80.2195,27.2106,0.41,0.41469,0.42125,0.12
965474100,9.55591,9.87048,10.1151,80.6526,80.2195,79.6626,23.2362,0.41469,0.42125,0.42969,0.12
965475000,9.87048,10.1151,10.2899,80.2195,79.6626,78.982,19.4298,0.42125,0.42969,0.44,0.1398
965475900,10.1151,10.2899,10.1641,79.6626,78.982,78.1776,15.2554,0.42969,0.44,0.45219,0.1399
965476800,10.2899,10.1641,10.1221,78.982,78.1776,77.2495,11.6064,0.44,0.45219,0.46625,0.12
965477700,10.1641,10.1221,10.1641,78.1776,77.2495,76.1976,8.48262,0.45219,0.46625,0.48219,0.14
965478600,10.1221,10.1641,10.2899,77.2495,76.1976,75.022,5.88415,0.46625,0.48219,0.5,0.1399
965479500,10.1641,10.2899,10.6464,76.1976,75.022,72.9801,4.18664,0.48219,0.5,0.53281,0.14
965480400,10.2899,10.6464,10.9889,75.022,72.9801,71.3095,2.76398,0.5,0.53281,0.55875,0.14
965481300,10.6464,10.9889,11.3175,72.9801,71.3095,70.0101,1.61617,0.53281,0.55875,0.57781,0.14
965482200,10.9889,11.3175,11.6321,71.3095,70.0101,69.082,0.74322,0.55875,0.57781,0.59,0.14
965483100,11.3175,11.6321,11.702,70.0101,69.082,69.2845,0.48774,0.57781,0.59,0.58125,0.1402
965484000,11.6321,11.702,11.9117,69.082,69.2845,69.352,0.27871,0.59,0.58125,0.575,0.1402
965484900,11.702,11.9117,12.2612,69.2845,69.352,69.2845,0.11613,0.58125,0.575,0.57125,0.1402
965485800,11.9117,12.2612,12.7505,69.352,69.2845,69.082,0,0.575,0.57125,0.57,0.1402
965486700,12.2612,12.7505,14.2185,69.2845,69.082,68.5251,0,0.57125,0.57,0.57313,0.1402
965487600,12.7505,14.2185,15.2671,69.082,68.5251,67.9795,0,0.57,0.57313,0.5775,0.1402
965488500,14.2185,15.2671,15.8962,68.5251,67.9795,67.4451,0,0.57313,0.5775,0.58313,0.14
965489400,15.2671,15.8962,16.1059,67.9795,67.4451,66.922,0,0.5775,0.58313,0.59,0.14
965490300,15.8962,16.1059,15.1832,67.4451,66.922,66.427,0,0.58313,0.59,0.59906,0.14
965491200,16.1059,15.1832,14.3164,66.922,66.427,65.932,0,0.59,0.59906,0.60875,0.14
965492100,15.1832,14.3164,13.5055,66.427,65.932,65.437,0,0.59906,0.60875,0.61906,0.14
965493000,14.3164,13.5055,12.7505,65.932,65.437,64.942,0,0.60875,0.61906,0.63,0.14
965493900,13.5055,12.7505,11.7789,65.437,64.942,64.3457,0,0.61906,0.63,0.64813,0.14
965494800,12.7505,11.7789,11.0449,64.942,64.3457,63.817,0,0.63,0.64813,0.6625,0.14
965495700,11.7789,11.0449,10.5486,64.3457,63.817,63.3557,0,0.64813,0.6625,0.67313,0.14
965496600,11.0449,10.5486,10.2899,63.817,63.3557,62.962,0,0.6625,0.67313,0.68,0.14
965497500,10.5486,10.2899,10.7513,63.3557,62.962,62.7539,0,0.67313,0.68,0.67375,0.14
965498400,10.2899,10.7513,11.1288,62.962,62.7539,62.5345,0,0.68,0.67375,0.67,0.14
965499300,10.7513,11.1288,11.4224,62.7539,62.5345,62.3039,0,0.67375,0.67,0.66875,0.14
965500200,11.1288,11.4224,11.6321,62.5345,62.3039,62.062,0,0.67,0.66875,0.67,0.14
965501100,11.4224,11.6321,11.5272,62.3039,62.062,61.6907,0,0.66875,0.67,0.68031,0.14
965502000,11.6321,11.5272,11.4923,62.062,61.6907,61.387,0,0.67,0.68031,0.68875,0.14
965502900,11.5272,11.4923,11.5272,61.6907,61.387,61.1507,0,0.68031,0.68875,0.69531,0.14
965503800,11.4923,11.5272,11.6321,61.387,61.1507,60.982,0,0.68875,0.69531,0.7,0.14
965504700,11.5272,11.6321,12.0165,61.1507,60.982,60.982,0,0.69531,0.7,0.70281,0.14
965505600,11.6321,12.0165,12.3311,60.982,60.982,60.982,0,0.7,0.70281,0.70375,0.14
965506500,12.0165,12.3311,12.5758,60.982,60.982,60.982,0,0.70281,0.70375,0.70281,0.14
965507400,12.3311,12.5758,12.7505,60.982,60.982,60.982,0,0.70375,0.70281,0.7,0.14
965508300,12.5758,12.7505,13.2958,60.982,60.982,61.0664,0,0.70281,0.7,0.68688,0.14
965509200,12.7505,13.2958,13.4775,60.982,61.0664,61.0945,0,0.7,0.68688,0.6775,0.14
965510100,13.2958,13.4775,13.2958,61.0664,61.0945,61.0664,0,0.68688,0.6775,0.67188,0.14
965511000,13.4775,13.2958,12.7505,61.0945,61.0664,60.982,0,0.6775,0.67188,0.67,0.14
965511900,13.2958,12.7505,10.7513,61.0664,60.982,60.487,0,0.67188,0.67,0.68313,0.14
965512800,12.7505,10.7513,9.11552,60.982,60.487,60.172,0,0.67,0.68313,0.6925,0.14
965513700,10.7513,9.11552,7.84326,60.487,60.172,60.037,0,0.68313,0.6925,0.69813,0.14
965514600,9.11552,7.84326,6.9345,60.172,60.037,60.082,0.27894,0.6925,0.69813,0.7,0.14
965515500,7.84326,6.9345,6.72479,60.037,60.082,60.4926,1.2301,0.69813,0.7,0.69531,0.14
965516400,6.9345,6.72479,6.65489,60.082,60.4926,60.9595,2.57412,0.7,0.69531,0.68875,0.14
965517300,6.72479,6.65489,6.72479,60.4926,60.9595,61.4826,4.311,0.69531,0.68875,0.68031,0.14
965518200,6.65489,6.72479,6.9345,60.9595,61.4826,62.062,6.44076,0.68875,0.68031,0.67,0.14
965519100,6.72479,6.9345,7.70345,61.4826,62.062,62.8664,9.64495,0.68031,0.67,0.65313,0.14
965520000,6.9345,7.70345,8.33259,62.062,62.8664,63.6145,12.7876,0.67,0.65313,0.6375,0.14
965520900,7.70345,8.33259,8.82192,62.8664,63.6145,64.3064,15.8688,0.65313,0.6375,0.62313,0.12
965521800,8.33259,8.82192,9.17144,63.6145,64.3064,64.942,18.8884,0.6375,0.62313,0.61,0.12
965522700,8.82192,9.17144,8.8359,64.3064,64.942,65.2345,21.2661,0.62313,0.61,0.60188,0.12
