tstamp,windspeed-2,windspeed-1,windspeed-0,temperature-2,temperature-1,temperature-0,solarflux,humidity-2,humidity-1,humidity-0,clearingprice
965523600,9.17144,8.8359,8.72405,64.942,65.2345,65.662,23.9692,0.61,0.60188,0.5925,0.12
965524500,8.8359,8.72405,8.8359,65.2345,65.662,66.2245,26.9978,0.60188,0.5925,0.58188,0.12
965525400,8.72405,8.8359,9.17144,65.662,66.2245,66.922,30.352,0.5925,0.58188,0.57,0.12
965526300,8.8359,9.17144,10.6324,66.2245,66.922,68.0751,34.563,0.58188,0.57,0.55219,0.1212
965527200,9.17144,10.6324,11.716,66.922,68.0751,69.1495,38.7453,0.57,0.55219,0.53625,0.1226
965528100,10.6324,11.716,12.422,68.0751,69.1495,70.1451,42.8989,0.55219,0.53625,0.52219,0.1214
965529000,11.716,12.422,12.7505,69.1495,70.1451,71.062,47.0236,0.53625,0.52219,0.51,0.12
965529900,12.422,12.7505,12.0096,70.1451,71.062,71.9507,51.6486,0.52219,0.51,0.49969,0.122
965530800,12.7505,12.0096,11.3525,71.062,71.9507,72.727,55.8922,0.51,0.49969,0.49125,0.12
965531700,12.0096,11.3525,10.7792,71.9507,72.727,73.3907,59.7542,0.49969,0.49125,0.48469,0.12
965532600,11.3525,10.7792,10.2899,72.727,73.3907,73.942,63.2348,0.49125,0.48469,0.48,0.12
965533500,10.7792,10.2899,9.67475,73.3907,73.942,74.1276,66.0051,0.48469,0.48,0.48094,0.12
965534400,10.2899,9.67475,9.28329,73.942,74.1276,74.3695,68.613,0.48,0.48094,0.48125,0.12
965535300,9.67475,9.28329,9.11552,74.1276,74.3695,74.6676,71.0586,0.48094,0.48125,0.48094,0.12
965536200,9.28329,9.11552,9.17144,74.3695,74.6676,75.022,73.3419,0.48125,0.48094,0.48,0.12
965537100,9.11552,9.17144,9.91242,74.6676,75.022,75.517,76.0418,0.48094,0.48,0.48125,0.12
965538000,9.17144,9.91242,10.5695,75.022,75.517,76.012,78.1934,0.48,0.48125,0.48,0.12
965538900,9.91242,10.5695,11.1427,75.517,76.012,76.507,79.7968,0.48125,0.48,0.47625,0.12
965539800,10.5695,11.1427,11.6321,76.012,76.507,77.002,80.8518,0.48,0.47625,0.47,0.12
965540700,11.1427,11.6321,12.0165,76.507,77.002,77.3957,80.8859,0.47625,0.47,0.45375,0.12
965541600,11.6321,12.0165,12.3311,77.002,77.3957,77.857,80.6869,0.47,0.45375,0.44,0.12
965542500,12.0165,12.3311,12.5758,77.3957,77.857,78.3857,80.2547,0.45375,0.44,0.42875,0.12
965543400,12.3311,12.5758,12.7505,77.857,78.3857,78.982,79.5894,0.44,0.42875,0.42,0.12
965544300,12.5758,12.7505,12.8554,78.3857,78.982,79.8482,78.7565,0.42875,0.42,0.4175,0.12
965545200,12.7505,12.8554,12.8903,78.982,79.8482,80.647,77.6468,0.42,0.4175,0.415,0.12
965546100,12.8554,12.8903,12.8554,79.8482,80.647,81.3782,76.2602,0.4175,0.415,0.4125,0.12
965547000,12.8903,12.8554,12.7505,80.647,81.3782,82.042,74.5966,0.415,0.4125,0.41,0.12
965547900,12.8554,12.7505,12.3661,81.3782,82.042,82.8239,72.7669,0.4125,0.41,0.40563,0.12
965548800,12.7505,12.3661,12.0515,82.042,82.8239,83.4145,70.5864,0.41,0.40563,0.4025,0.12
965549700,12.3661,12.0515,11.8068,82.8239,83.4145,83.8139,68.0553,0.40563,0.4025,0.40063,0.12
965550600,12.0515,11.8068,11.6321,83.4145,83.8139,84.022,65.1735,0.4025,0.40063,0.4,0.12
965551500,11.8068,11.6321,11.7579,83.8139,84.022,83.7351,61.4965,0.40063,0.4,0.40156,0.12
965552400,11.6321,11.7579,11.7998,84.022,83.7351,83.4595,57.7652,0.4,0.40156,0.40375,0.12
965553300,11.7579,11.7998,11.7579,83.7351,83.4595,83.1951,53.9793,0.40156,0.40375,0.40656,0.12
965554200,11.7998,11.7579,11.6321,83.4595,83.1951,82.942,50.1391,0.40375,0.40656,0.41,0.12
965555100,11.7579,11.6321,11.0449,83.1951,82.942,82.8182,46.1578,0.40656,0.41,0.415,0.12
965556000,11.6321,11.0449,10.6254,82.942,82.8182,82.627,42.1797,0.41,0.415,0.42,0.12
965556900,11.0449,10.6254,10.3738,82.8182,82.627,82.3682,38.2049,0.415,0.42,0.425,0.12
965557800,10.6254,10.3738,10.2899,82.627,82.3682,82.042,34.2334,0.42,0.425,0.43,0.12
965558700,10.3738,10.2899,10.7513,82.3682,82.042,81.547,29.9381,0.425,0.43,0.43688,0.1283
965559600,10.2899,10.7513,11.1288,82.042,81.547,81.052,25.8641,0.43,0.43688,0.4425,0.1278
965560500,10.7513,11.1288,11.4224,81.547,81.052,80.557,22.0114,0.43688,0.4425,0.44688,0.12
965561400,11.1288,11.4224,11.6321,81.052,80.557,80.062,18.3801,0.4425,0.44688,0.45,0.1282
965562300,11.4224,11.6321,11.6321,80.557,80.062,79.6682,14.6383,0.44688,0.45,0.44531,0.1305
965563200,11.6321,11.6321,11.6321,80.062,79.6682,79.207,11.339,0.45,0.44531,0.44375,0.1304
965564100,11.6321,11.6321,11.6321,79.6682,79.207,78.6782,8.48221,0.44531,0.44375,0.44531,0.1306
965565000,11.6321,11.6321,11.6321,79.207,78.6782,78.082,6.06796,0.44375,0.44531,0.45,0.1305
965565900,11.6321,11.6321,11.6321,78.6782,78.082,77.2157,4.34791,0.44531,0.45,0.46719,0.1304
965566800,11.6321,11.6321,11.6321,78.082,77.2157,76.417,2.90258,0.45,0.46719,0.48125,0.1303
965567700,11.6321,11.6321,11.6321,77.2157,76.417,75.6857,1.73199,0.46719,0.48125,0.49219,0.1315
965568600,11.6321,11.6321,11.6321,76.417,75.6857,75.022,0.83613,0.48125,0.49219,0.5,0.1346
965569500,11.6321,11.6321,11.2126,75.6857,75.022,74.527,0.54871,0.49219,0.5,0.50094,0.1358
965570400,11.6321,11.2126,11.0728,75.022,74.527,74.032,0.31355,0.5,0.50094,0.50125,0.1366
965571300,11.2126,11.0728,11.2126,74.527,74.032,73.537,0.13065,0.50094,0.50125,0.50094,0.1378
965572200,11.0728,11.2126,11.6321,74.032,73.537,73.042,0,0.50125,0.50094,0.5,0.1392
965573100,11.2126,11.6321,13.7152,73.537,73.042,72.6482,0,0.50094,0.5,0.49281,0.14
965574000,11.6321,13.7152,15.1552,73.042,72.6482,72.187,0,0.5,0.49281,0.48875,0.14
965574900,13.7152,15.1552,15.9522,72.6482,72.187,71.6582,0,0.49281,0.48875,0.48781,0.14
965575800,15.1552,15.9522,16.1059,72.187,71.6582,71.062,0,0.48875,0.48781,0.49,0.14
965576700,15.9522,16.1059,14.1067,71.6582,71.062,70.1114,0,0.48781,0.49,0.50188,0.14
965577600,16.1059,14.1067,12.4709,71.062,70.1114,69.2845,0,0.49,0.50188,0.5125,0.14
965578500,14.1067,12.4709,11.1987,70.1114,69.2845,68.5814,0,0.50188,0.5125,0.52188,0.14
965579400,12.4709,11.1987,10.2899,69.2845,68.5814,68.002,0,0.5125,0.52188,0.53,0.14
965580300,11.1987,10.2899,10.0592,68.5814,68.002,67.6307,0,0.52188,0.53,0.53688,0.14
965581200,10.2899,10.0592,9.98233,68.002,67.6307,67.327,0,0.53,0.53688,0.5425,0.14
965582100,10.0592,9.98233,10.0592,67.6307,67.327,67.0907,0,0.53688,0.5425,0.54688,0.14
965583000,9.98233,10.0592,10.2899,67.327,67.0907,66.922,0,0.5425,0.54688,0.55,0.14
965583900,10.0592,10.2899,11.7859,67.0907,66.922,67.2932,0,0.54688,0.55,0.5425,0.14
965584800,10.2899,11.7859,12.6946,66.922,67.2932,67.417,0,0.55,0.5425,0.54,0.14
965585700,11.7859,12.6946,13.0162,67.2932,67.417,67.2932,0,0.5425,0.54,0.5425,0.14
965586600,12.6946,13.0162,12.7505,67.417,67.2932,66.922,0,0.54,0.5425,0.55,0.14
965587500,13.0162,12.7505,9.94738,67.2932,66.922,65.3751,0,0.5425,0.55,0.58125,0.14
965588400,12.7505,9.94738,7.85724,66.922,65.3751,64.1995,0,0.55,0.58125,0.605,0.14
965589300,9.94738,7.85724,6.48012,65.3751,64.1995,63.3951,0,0.58125,0.605,0.62125,0.14
965590200,7.85724,6.48012,5.81603,64.1995,63.3951,62.962,0,0.605,0.62125,0.63,0.14
965591100,6.48012,5.81603,7.2281,63.3951,62.962,64.0139,0,0.62125,0.63,0.61063,0.14
965592000,5.81603,7.2281,8.44443,62.962,64.0139,64.6945,0,0.63,0.61063,0.5975,0.14
965592900,7.2281,8.44443,9.46504,64.0139,64.6945,65.0039,0,0.61063,0.5975,0.59063,0.14
965593800,8.44443,9.46504,10.2899,64.6945,65.0039,64.942,0,0.5975,0.59063,0.59,0.14
965594700,9.46504,10.2899,11.0868,65.0039,64.942,63.3951,0,0.59063,0.59,0.6125,0.14
965595600,10.2899,11.0868,11.5761,64.942,63.3951,62.2195,0,0.59,0.6125,0.63,0.14
965596500,11.0868,11.5761,11.7579,63.3951,62.2195,61.4151,0,0.6125,0.63,0.6425,0.14
965597400,11.5761,11.7579,11.6321,62.2195,61.4151,60.982,0,0.63,0.6425,0.65,0.14
965598300,11.7579,11.6321,10.5066,61.4151,60.982,61.6626,0,0.6425,0.65,0.64313,0.14
965599200,11.6321,10.5066,9.53494,60.982,61.6626,62.2195,0,0.65,0.64313,0.6375,0.14
965600100,10.5066,9.53494,8.71706,61.6626,62.2195,62.6526,0,0.64313,0.6375,0.63313,0.14
965601000,9.53494,8.71706,8.05297,62.2195,62.6526,62.962,0.0929,0.6375,0.63313,0.63,0.14
965601900,8.71706,8.05297,7.45878,62.6526,62.962,62.6751,0.84902,0.63313,0.63,0.63563,0.14
965602800,8.05297,7.45878,7.07431,62.962,62.6751,62.5795,2.00243,0.63,0.63563,0.6375,0.14
965603700,7.45878,7.07431,6.89955,62.6751,62.5795,62.6751,3.55313,0.63563,0.6375,0.63563,0.14
965604600,7.07431,6.89955,6.9345,62.5795,62.6751,62.962,5.50113,0.6375,0.63563,0.63,0.14
965605500,6.89955,6.9345,7.80831,62.6751,62.962,63.727,8.09406,0.63563,0.63,0.61313,0.14
965606400,6.9345,7.80831,8.4724,62.962,63.727,64.492,10.9192,0.63,0.61313,0.5975,0.14
965607300,7.80831,8.4724,8.92677,63.727,64.492,65.257,13.9765,0.61313,0.5975,0.58313,0.1324
965608200,8.4724,8.92677,9.17144,64.492,65.257,66.022,17.2661,0.5975,0.58313,0.57,0.13
965609100,8.92677,9.17144,8.89182,65.257,66.022,66.8882,21.0277,0.58313,0.57,0.56,0.128
965610000,9.17144,8.89182,8.6122,66.022,66.8882,67.687,24.8616,0.57,0.56,0.55,0.1257
965610900,8.89182,8.6122,8.33259,66.8882,67.687,68.4182,28.7678,0.56,0.55,0.54,0.1261
965611800,8.6122,8.33259,8.05297,67.687,68.4182,69.082,32.7463,0.55,0.54,0.53,0.1235
965612700,8.33259,8.05297,7.2281,68.4182,69.082,69.4926,37.3083,0.54,0.53,0.51906,0.1222
965613600,8.05297,7.2281,6.76673,69.082,69.4926,69.9595,41.6017,0.53,0.51906,0.50875,0.122
965614500,7.2281,6.76673,6.66887,69.4926,69.9595,70.4826,45.6266,0.51906,0.50875,0.49906,0.12
965615400,6.76673,6.66887,6.9345,69.9595,70.4826,71.062,49.383,0.50875,0.49906,0.49,0.12
965616300,6.66887,6.9345,8.77997,70.4826,71.062,71.8664,52.7103,0.49906,0.49,0.48063,0.12
965617200,6.9345,8.77997,10.1781,71.062,71.8664,72.6145,55.8761,0.49,0.48063,0.4725,0.12
965618100,8.77997,10.1781,11.1288,71.8664,72.6145,73.3064,58.8803,0.48063,0.4725,0.46563,0.12
965619000,10.1781,11.1288,11.6321,72.6145,73.3064,73.942,61.7228,0.4725,0.46563,0.46,0.12
965619900,11.1288,11.6321,10.4507,73.3064,73.942,74.4201,64.2877,0.46563,0.46,0.45938,0.12
965620800,11.6321,10.4507,9.64679,73.942,74.4201,74.9095,66.7684,0.46,0.45938,0.4575,0.12
965621700,10.4507,9.64679,9.22037,74.4201,74.9095,75.4101,69.1649,0.45938,0.4575,0.45438,0.12
965622600,9.64679,9.22037,9.17144,74.9095,75.4101,75.922,71.4771,0.4575,0.45438,0.45,0.12
965623500,9.22037,9.17144,10.4018,75.4101,75.922,76.5801,74.4292,0.45438,0.45,0.44063,0.12
965624400,9.17144,10.4018,11.4084,75.922,76.5801,77.1595,76.8143,0.45,0.44063,0.4325,0.12
965625300,10.4018,11.4084,12.1913,76.5801,77.1595,77.6601,78.6324,0.44063,0.4325,0.42563,0.12
965626200,11.4084,12.1913,12.7505,77.1595,77.6601,78.082,79.8835,0.4325,0.42563,0.42,0.12
965627100,12.1913,12.7505,12.6457,77.6601,78.082,78.2057,80.1254,0.42563,0.42,0.41844,0.12
965628000,12.7505,12.6457,12.6107,78.082,78.2057,78.397,80.0951,0.42,0.41844,0.41625,0.12
965628900,12.6457,12.6107,12.6457,78.2057,78.397,78.6557,79.7928,0.41844,0.41625,0.41344,0.12
965629800,12.6107,12.6457,12.7505,78.397,78.6557,78.982,79.2183,0.41625,0.41344,0.41,0.12
965630700,12.6457,12.7505,13.4706,78.6557,78.982,79.477,78.3461,0.41344,0.41,0.40594,0.12
965631600,12.7505,13.4706,13.897,78.982,79.477,79.972,77.2189,0.41,0.40594,0.40125,0.12
965632500,13.4706,13.897,14.0298,79.477,79.972,80.467,75.8368,0.40594,0.40125,0.39594,0.12
965633400,13.897,14.0298,13.869,79.972,80.467,80.962,74.1997,0.40125,0.39594,0.39,0.12
965634300,14.0298,13.869,12.408,80.467,80.962,81.6426,72.5304,0.39594,0.39,0.38531,0.12
965635200,13.869,12.408,11.3245,80.962,81.6426,82.1995,70.4576,0.39,0.38531,0.37875,0.12
965636100,12.408,11.3245,10.6185,81.6426,82.1995,82.6326,67.9814,0.38531,0.37875,0.37031,0.12
965637000,11.3245,10.6185,10.2899,82.1995,82.6326,82.942,65.1017,0.37875,0.37031,0.36,0.12
965637900,10.6185,10.2899,11.2406,82.6326,82.942,82.942,61.1602,0.37031,0.36,0.34031,0.12
965638800,10.2899,11.2406,11.9676,82.942,82.942,82.942,57.2542,0.36,0.34031,0.32375,0.12
965639700,11.2406,11.9676,12.4709,82.942,82.942,82.942,53.3836,0.34031,0.32375,0.31031,0.12
965640600,11.9676,12.4709,12.7505,82.942,82.942,82.942,49.5484,0.32375,0.31031,0.3,0.12
965641500,12.4709,12.7505,11.9466,82.942,82.942,83.3132,45.9088,0.31031,0.3,0.29,0.12
965642400,12.7505,11.9466,11.4923,82.942,83.3132,83.437,42.1979,0.3,0.29,0.285,0.12
965643300,11.9466,11.4923,11.3874,83.3132,83.437,83.3132,38.4157,0.29,0.285,0.285,0.1252
965644200,11.4923,11.3874,11.6321,83.437,83.3132,82.942,34.562,0.285,0.285,0.29,0.1251
965645100,11.3874,11.6321,13.8201,83.3132,82.942,81.8676,30.2461,0.285,0.29,0.31688,0.1304
965646000,11.6321,13.8201,15.2951,82.942,81.8676,80.8495,26.1194,0.29,0.31688,0.3375,0.1305
965646900,13.8201,15.2951,16.057,81.8676,80.8495,79.8876,22.1819,0.31688,0.3375,0.35188,0.1305
965647800,15.2951,16.057,16.1059,80.8495,79.8876,78.982,18.4336,0.3375,0.35188,0.36,0.1306
965648700,16.057,16.1059,13.3867,79.8876,78.982,78.1157,14.3601,0.35188,0.36,0.34313,0.1306
965649600,16.1059,13.3867,11.3245,78.982,78.1157,77.317,10.8186,0.36,0.34313,0.3325,0.1306
965650500,13.3867,11.3245,9.91941,78.1157,77.317,76.5857,7.80923,0.34313,0.3325,0.32813,0.1306
965651400,11.3245,9.91941,9.17144,77.317,76.5857,75.922,5.33191,0.3325,0.32813,0.33,0.1306
965652300,9.91941,9.17144,10.5066,76.5857,75.922,75.3257,3.82423,0.32813,0.33,0.34938,0.1306
965653200,9.17144,10.5066,11.5482,75.922,75.3257,74.797,2.55688,0.33,0.34938,0.3675,0.1306
965654100,10.5066,11.5482,12.2962,75.3257,74.797,74.3357,1.52988,0.34938,0.3675,0.38438,0.1319
965655000,11.5482,12.2962,12.7505,74.797,74.3357,73.942,0.74322,0.3675,0.38438,0.4,0.1348
965655900,12.2962,12.7505,12.0515,74.3357,73.942,73.9195,0.48774,0.38438,0.4,0.41531,0.1359
965656800,12.7505,12.0515,11.6321,73.942,73.9195,73.762,0.27871,0.4,0.41531,0.42875,0.1371
965657700,12.0515,11.6321,11.4923,73.9195,73.762,73.4695,0.11613,0.41531,0.42875,0.44031,0.1383
965658600,11.6321,11.4923,11.6321,73.762,73.4695,73.042,0,0.42875,0.44031,0.45,0.14
965659500,11.4923,11.6321,13.1001,73.4695,73.042,72.1757,0,0.44031,0.45,0.455,0.14
965660400,11.6321,13.1001,14.1486,73.042,72.1757,71.377,0,0.45,0.455,0.46,0.14
965661300,13.1001,14.1486,14.7778,72.1757,71.377,70.6457,0,0.455,0.46,0.465,0.14
965662200,14.1486,14.7778,14.9875,71.377,70.6457,69.982,0,0.46,0.465,0.47,0.14
965663100,14.7778,14.9875,14.1696,70.6457,69.982,69.5882,0,0.465,0.47,0.47406,0.14
965664000,14.9875,14.1696,13.3377,69.982,69.5882,69.127,0,0.47,0.47406,0.47875,0.14
965664900,14.1696,13.3377,12.4919,69.5882,69.127,68.5982,0,0.47406,0.47875,0.48406,0.14
965665800,13.3377,12.4919,11.6321,69.127,68.5982,68.002,0,0.47875,0.48406,0.49,0.14
965666700,12.4919,11.6321,10.5066,68.5982,68.002,66.8489,0,0.48406,0.49,0.50125,0.14
965667600,11.6321,10.5066,9.53494,68.002,66.8489,65.9545,0,0.49,0.50125,0.51,0.14
965668500,10.5066,9.53494,8.71706,66.8489,65.9545,65.3189,0,0.50125,0.51,0.51625,0.14
965669400,9.53494,8.71706,8.05297,65.9545,65.3189,64.942,0,0.51,0.51625,0.52,0.14
965670300,8.71706,8.05297,7.56364,65.3189,64.942,65.4145,0,0.51625,0.52,0.5175,0.14
965671200,8.05297,7.56364,7.21412,64.942,65.4145,65.752,0,0.52,0.5175,0.515,0.14
965672100,7.56364,7.21412,7.00441,65.4145,65.752,65.9545,0,0.5175,0.515,0.5125,0.14
965673000,7.21412,7.00441,6.9345,65.752,65.9545,66.022,0,0.515,0.5125,0.51,0.14
965673900,7.00441,6.9345,7.42383,65.9545,66.022,66.1064,0,0.5125,0.51,0.49531,0.14
965674800,6.9345,7.42383,7.77335,66.022,66.1064,65.9545,0,0.51,0.49531,0.48875,0.14
965675700,7.42383,7.77335,7.98307,66.1064,65.9545,65.5664,0,0.49531,0.48875,0.49031,0.14
965676600,7.77335,7.98307,8.05297,65.9545,65.5664,64.942,0,0.48875,0.49031,0.5,0.14
965677500,7.98307,8.05297,7.77335,65.5664,64.942,63.3726,0,0.49031,0.5,0.53375,0.14
965678400,8.05297,7.77335,7.49374,64.942,63.3726,62.0395,0,0.5,0.53375,0.565,0.14
965679300,7.77335,7.49374,7.21412,63.3726,62.0395,60.9426,0,0.53375,0.565,0.59375,0.14
965680200,7.49374,7.21412,6.9345,62.0395,60.9426,60.082,0,0.565,0.59375,0.62,0.14
965681100,7.21412,6.9345,6.78071,60.9426,60.082,59.812,0,0.59375,0.62,0.6475,0.14
965682000,6.9345,6.78071,6.54304,60.082,59.812,59.542,0,0.62,0.6475,0.67,0.14
965682900,6.78071,6.54304,6.22148,59.812,59.542,59.272,0,0.6475,0.67,0.6875,0.14
965683800,6.54304,6.22148,5.81603,59.542,59.272,59.002,0,0.67,0.6875,0.7,0.14
965684700,6.22148,5.81603,4.73951,59.272,59.002,58.3439,0,0.6875,0.7,0.70281,0.14
965685600,5.81603,4.73951,3.97056,59.002,58.3439,57.9445,0,0.7,0.70281,0.70375,0.16
965686500,4.73951,3.97056,3.50919,58.3439,57.9445,57.8039,0,0.70281,0.70375,0.70281,0.3
965687400,3.97056,3.50919,3.3554,57.9445,57.8039,57.922,0,0.70375,0.70281,0.7,0.3
965688300,3.50919,3.3554,4.3061,57.8039,57.922,58.5014,0.80161,0.70281,0.7,0.69906,0.3
965689200,3.3554,4.3061,5.03311,57.922,58.5014,59.2045,2.01512,0.7,0.69906,0.69375,0.3
965690100,4.3061,5.03311,5.53642,58.5014,59.2045,60.0314,3.64055,0.69906,0.69375,0.68406,0.16
965691000,5.03311,5.53642,5.81603,59.2045,60.0314,60.982,5.6779,0.69375,0.68406,0.67,0.14
965691900,5.53642,5.81603,5.3267,60.0314,60.982,62.6301,9.27402,0.68406,0.67,0.63375,0.14
965692800,5.81603,5.3267,4.97718,60.982,62.6301,64.0195,12.5175,0.67,0.63375,0.605,0.14
965693700,5.3267,4.97718,4.76747,62.6301,64.0195,65.1501,15.4083,0.63375,0.605,0.58375,0.1378
965694600,4.97718,4.76747,4.69757,64.0195,65.1501,66.022,17.9464,0.605,0.58375,0.57,0.12
965695500,4.76747,4.69757,4.97718,65.1501,66.022,66.6014,20.8078,0.58375,0.57,0.57313,0.12
965696400,4.69757,4.97718,5.2568,66.022,66.6014,66.9445,22.8659,0.57,0.57313,0.5775,0.12
965697300,4.97718,5.2568,5.53642,66.6014,66.9445,67.0514,24.1207,0.57313,0.5775,0.58313,0.12
965698200,5.2568,5.53642,5.81603,66.9445,67.0514,66.922,24.5722,0.5775,0.58313,0.59,0.12
965699100,5.53642,5.81603,6.09565,67.0514,66.922,65.932,21.2777,0.58313,0.59,0.60188,0.1375
965700000,5.81603,6.09565,6.37527,66.922,65.932,65.122,19.1418,0.59,0.60188,0.6125,0.1376
965700900,6.09565,6.37527,6.65489,65.932,65.122,64.492,18.1645,0.60188,0.6125,0.62188,0.14
965701800,6.37527,6.65489,6.9345,65.122,64.492,64.042,18.3459,0.6125,0.62188,0.63,0.14
965702700,6.65489,6.9345,7.52869,64.492,64.042,63.2995,20.4691,0.62188,0.63,0.65,0.14
965703600,6.9345,7.52869,7.91316,64.042,63.2995,63.052,23.2288,0.63,0.65,0.66,0.14
965704500,7.52869,7.91316,8.08792,63.2995,63.052,63.2995,26.6251,0.65,0.66,0.66,0.14
965705400,7.91316,8.08792,8.05297,63.052,63.2995,64.042,30.6578,0.66,0.66,0.65,0.14
965706300,8.08792,8.05297,7.28402,63.2995,64.042,66.8489,39.4727,0.66,0.65,0.6,0.139
965707200,8.05297,7.28402,6.65489,64.042,66.8489,69.1045,46.1604,0.65,0.6,0.56,0.1302
965708100,7.28402,6.65489,6.16556,66.8489,69.1045,70.8089,50.7207,0.6,0.56,0.53,0.12
965709000,6.65489,6.16556,5.81603,69.1045,70.8089,71.962,53.1537,0.56,0.53,0.51,0.12
965709900,6.16556,5.81603,6.04672,70.8089,71.962,71.197,48.4456,0.53,0.51,0.5225,0.12
965710800,5.81603,6.04672,6.12361,71.962,71.197,70.792,44.9527,0.51,0.5225,0.53,0.12
965711700,6.04672,6.12361,6.04672,71.197,70.792,70.747,42.675,0.5225,0.53,0.5325,0.12
965712600,6.12361,6.04672,5.81603,70.792,70.747,71.062,41.6123,0.53,0.5325,0.53,0.1239
965713500,6.04672,5.81603,4.5298,70.747,71.062,72.7326,43.93,0.5325,0.53,0.50938,0.1394
965714400,5.81603,4.5298,3.69094,71.062,72.7326,74.0995,46.0193,0.53,0.50938,0.4925,0.1396
965715300,4.5298,3.69094,3.29948,72.7326,74.0995,75.1626,47.8803,0.50938,0.4925,0.47938,0.1398
965716200,3.69094,3.29948,3.3554,74.0995,75.1626,75.922,49.513,0.4925,0.47938,0.47,0.14
965717100,3.29948,3.3554,4.86534,75.1626,75.922,75.8207,51.2288,0.47938,0.47,0.47375,0.1402
965718000,3.3554,4.86534,6.15157,75.922,75.8207,75.787,52.5087,0.47,0.47375,0.475,0.14
965718900,4.86534,6.15157,7.21412,75.8207,75.787,75.8207,53.3526,0.47375,0.475,0.47375,0.14
965719800,6.15157,7.21412,8.05297,75.787,75.8207,75.922,53.7605,0.475,0.47375,0.47,0.1347
965720700,7.21412,8.05297,8.5423,75.8207,75.922,75.922,52.8653,0.47375,0.47,0.46,0.14
965721600,8.05297,8.5423,8.89182,75.922,75.922,76.102,52.1122,0.47,0.46,0.45,0.14
965722500,8.5423,8.89182,9.10153,75.922,76.102,76.462,51.5013,0.46,0.45,0.44,0.14
965723400,8.89182,9.10153,9.17144,76.102,76.462,77.002,51.0326,0.45,0.44,0.43,0.14
965724300,9.10153,9.17144,8.89182,76.462,77.002,78.3632,52.4208,0.44,0.43,0.41625,0.14
965725200,9.17144,8.89182,8.6122,77.002,78.3632,79.477,52.808,0.43,0.41625,0.405,0.14
965726100,8.89182,8.6122,8.33259,78.3632,79.477,80.3432,52.1943,0.41625,0.405,0.39625,0.14
965727000,8.6122,8.33259,8.05297,79.477,80.3432,80.962,50.5797,0.405,0.39625,0.39,0.14
965727900,8.33259,8.05297,7.77335,80.3432,80.962,81.0464,46.3698,0.39625,0.39,0.38813,0.12
965728800,8.05297,7.77335,7.49374,80.962,81.0464,81.0745,42.2219,0.39,0.38813,0.3875,0.14
965729700,7.77335,7.49374,7.21412,81.0464,81.0745,81.0464,38.1357,0.38813,0.3875,0.38813,0.1399
965730600,7.49374,7.21412,6.9345,81.0745,81.0464,80.962,34.1114,0.3875,0.38813,0.39,0.14
965731500,7.21412,6.9345,6.44517,81.0464,80.962,80.8382,29.987,0.38813,0.39,0.39406,0.14
965732400,6.9345,6.44517,6.09565,80.962,80.8382,80.647,26.0324,0.39,0.39406,0.39875,0.14
965733300,6.44517,6.09565,5.88594,80.8382,80.647,80.3882,22.2475,0.39406,0.39875,0.40406,0.14
965734200,6.09565,5.88594,5.81603,80.647,80.3882,80.062,18.6325,0.39875,0.40406,0.41,0.14
965735100,5.88594,5.81603,6.30536,80.3882,80.062,79.8539,14.6999,0.40406,0.41,0.41281,0.14
965736000,5.81603,6.30536,6.65489,80.062,79.8539,79.4545,11.2619,0.41,0.41281,0.41875,0.14
965736900,6.30536,6.65489,6.8646,79.8539,79.4545,78.8639,8.31863,0.41281,0.41875,0.42781,0.14
965737800,6.65489,6.8646,6.9345,79.4545,78.8639,78.082,5.86999,0.41875,0.42781,0.44,0.14
965738700,6.8646,6.9345,6.55003,78.8639,78.082,77.0076,4.29928,0.42781,0.44,0.4525,0.14
965739600,6.9345,6.55003,6.23546,78.082,77.0076,75.8095,2.9677,0.44,0.4525,0.47,0.14
965740500,6.55003,6.23546,5.9908,77.0076,75.8095,74.4876,1.87525,0.4525,0.47,0.4925,0.14
965741400,6.23546,5.9908,5.81603,75.8095,74.4876,73.042,1.02193,0.47,0.4925,0.52,0.1442
965742300,5.9908,5.81603,5.50147,74.4876,73.042,70.8145,0.67064,0.4925,0.52,0.57313,0.1552
965743200,5.81603,5.50147,5.39661,73.042,70.8145,68.902,0.38323,0.52,0.57313,0.6175,0.1568
965744100,5.50147,5.39661,5.50147,70.8145,68.902,67.3045,0.15968,0.57313,0.6175,0.65313,0.1562
965745000,5.39661,5.50147,5.81603,68.902,67.3045,66.022,0,0.6175,0.65313,0.68,0.1553
965745900,5.50147,5.81603,7.17917,67.3045,66.022,65.527,0,0.65313,0.68,0.68406,0.1534
965746800,5.81603,7.17917,8.19278,66.022,65.527,65.032,0,0.68,0.68406,0.68875,0.1452
965747700,7.17917,8.19278,8.85687,65.527,65.032,64.537,0,0.68406,0.68875,0.69406,0.14
965748600,8.19278,8.85687,9.17144,65.032,64.537,64.042,0,0.68875,0.69406,0.7,0.14
965749500,8.85687,9.17144,8.19278,64.537,64.042,63.6482,0,0.69406,0.7,0.70281,0.14
965750400,9.17144,8.19278,7.49374,64.042,63.6482,63.187,0,0.7,0.70281,0.70875,0.14
965751300,8.19278,7.49374,7.07431,63.6482,63.187,62.6582,0,0.70281,0.70875,0.71781,0.1453
