tstamp,windspeed,temperature,solarflux,humidity,clearingprice
965646900,16.057,79.8876,22.1819,0.35188,0.1305
965647800,16.1059,78.982,18.4336,0.36,0.1306
965648700,13.3867,78.1157,14.3601,0.34313,0.1306
965649600,11.3245,77.317,10.8186,0.3325,0.1306
965650500,9.91941,76.5857,7.80923,0.32813,0.1306
965651400,9.17144,75.922,5.33191,0.33,0.1306
965652300,10.5066,75.3257,3.82423,0.34938,0.1306
965653200,11.5482,74.797,2.55688,0.3675,0.1306
965654100,12.2962,74.3357,1.52988,0.38438,0.1319
965655000,12.7505,73.942,0.74322,0.4,0.1348
965655900,12.0515,73.9195,0.48774,0.41531,0.1359
965656800,11.6321,73.762,0.27871,0.42875,0.1371
965657700,11.4923,73.4695,0.11613,0.44031,0.1383
965658600,11.6321,73.042,0,0.45,0.14
965659500,13.1001,72.1757,0,0.455,0.14
965660400,14.1486,71.377,0,0.46,0.14
965661300,14.7778,70.6457,0,0.465,0.14
965662200,14.9875,69.982,0,0.47,0.14
965663100,14.1696,69.5882,0,0.47406,0.14
965664000,13.3377,69.127,0,0.47875,0.14
965664900,12.4919,68.5982,0,0.48406,0.14
965665800,11.6321,68.002,0,0.49,0.14
965666700,10.5066,66.8489,0,0.50125,0.14
965667600,9.53494,65.9545,0,0.51,0.14
965668500,8.71706,65.3189,0,0.51625,0.14
965669400,8.05297,64.942,0,0.52,0.14
965670300,7.56364,65.4145,0,0.5175,0.14
965671200,7.21412,65.752,0,0.515,0.14
965672100,7.00441,65.9545,0,0.5125,0.14
965673000,6.9345,66.022,0,0.51,0.14
965673900,7.42383,66.1064,0,0.49531,0.14
965674800,7.77335,65.9545,0,0.48875,0.14
965675700,7.98307,65.5664,0,0.49031,0.14
965676600,8.05297,64.942,0,0.5,0.14
965677500,7.77335,63.3726,0,0.53375,0.14
965678400,7.49374,62.0395,0,0.565,0.14
965679300,7.21412,60.9426,0,0.59375,0.14
965680200,6.9345,60.082,0,0.62,0.14
965681100,6.78071,59.812,0,0.6475,0.14
965682000,6.54304,59.542,0,0.67,0.14
965682900,6.22148,59.272,0,0.6875,0.14
965683800,5.81603,59.002,0,0.7,0.14
965684700,4.73951,58.3439,0,0.70281,0.14
965685600,3.97056,57.9445,0,0.70375,0.16
965686500,3.50919,57.8039,0,0.70281,0.3
965687400,3.3554,57.922,0,0.7,0.3
965688300,4.3061,58.5014,0.80161,0.69906,0.3
965689200,5.03311,59.2045,2.01512,0.69375,0.3
965690100,5.53642,60.0314,3.64055,0.68406,0.16
965691000,5.81603,60.982,5.6779,0.67,0.14
965691900,5.3267,62.6301,9.27402,0.63375,0.14
965692800,4.97718,64.0195,12.5175,0.605,0.14
965693700,4.76747,65.1501,15.4083,0.58375,0.1378
965694600,4.69757,66.022,17.9464,0.57,0.12
965695500,4.97718,66.6014,20.8078,0.57313,0.12
965696400,5.2568,66.9445,22.8659,0.5775,0.12
965697300,5.53642,67.0514,24.1207,0.58313,0.12
965698200,5.81603,66.922,24.5722,0.59,0.12
965699100,6.09565,65.932,21.2777,0.60188,0.1375
965700000,6.37527,65.122,19.1418,0.6125,0.1376
965700900,6.65489,64.492,18.1645,0.62188,0.14
965701800,6.9345,64.042,18.3459,0.63,0.14
965702700,7.52869,63.2995,20.4691,0.65,0.14
965703600,7.91316,63.052,23.2288,0.66,0.14
965704500,8.08792,63.2995,26.6251,0.66,0.14
965705400,8.05297,64.042,30.6578,0.65,0.14
965706300,7.28402,66.8489,39.4727,0.6,0.139
965707200,6.65489,69.1045,46.1604,0.56,0.1302
965708100,6.16556,70.8089,50.7207,0.53,0.12
965709000,5.81603,71.962,53.1537,0.51,0.12
965709900,6.04672,71.197,48.4456,0.5225,0.12
965710800,6.12361,70.792,44.9527,0.53,0.12
965711700,6.04672,70.747,42.675,0.5325,0.12
965712600,5.81603,71.062,41.6123,0.53,0.1239
965713500,4.5298,72.7326,43.93,0.50938,0.1394
965714400,3.69094,74.0995,46.0193,0.4925,0.1396
965715300,3.29948,75.1626,47.8803,0.47938,0.1398
965716200,3.3554,75.922,49.513,0.47,0.14
965717100,4.86534,75.8207,51.2288,0.47375,0.1402
965718000,6.15157,75.787,52.5087,0.475,0.14
965718900,7.21412,75.8207,53.3526,0.47375,0.14
965719800,8.05297,75.922,53.7605,0.47,0.1347
965720700,8.5423,75.922,52.8653,0.46,0.14
965721600,8.89182,76.102,52.1122,0.45,0.14
965722500,9.10153,76.462,51.5013,0.44,0.14
965723400,9.17144,77.002,51.0326,0.43,0.14
965724300,8.89182,78.3632,52.4208,0.41625,0.14
965725200,8.6122,79.477,52.808,0.405,0.14
965726100,8.33259,80.3432,52.1943,0.39625,0.14
965727000,8.05297,80.962,50.5797,0.39,0.14
965727900,7.77335,81.0464,46.3698,0.38813,0.12
965728800,7.49374,81.0745,42.2219,0.3875,0.14
965729700,7.21412,81.0464,38.1357,0.38813,0.1399
965730600,6.9345,80.962,34.1114,0.39,0.14
965731500,6.44517,80.8382,29.987,0.39406,0.14
965732400,6.09565,80.647,26.0324,0.39875,0.14
965733300,5.88594,80.3882,22.2475,0.40406,0.14
965734200,5.81603,80.062,18.6325,0.41,0.14
965735100,6.30536,79.8539,14.6999,0.41281,0.14
965736000,6.65489,79.4545,11.2619,0.41875,0.14
965736900,6.8646,78.8639,8.31863,0.42781,0.14
965737800,6.9345,78.082,5.86999,0.44,0.14
965738700,6.55003,77.0076,4.29928,0.4525,0.14
965739600,6.23546,75.8095,2.9677,0.47,0.14
965740500,5.9908,74.4876,1.87525,0.4925,0.14
965741400,5.81603,73.042,1.02193,0.52,0.1442
965742300,5.50147,70.8145,0.67064,0.57313,0.1552
965743200,5.39661,68.902,0.38323,0.6175,0.1568
965744100,5.50147,67.3045,0.15968,0.65313,0.1562
965745000,5.81603,66.022,0,0.68,0.1553
965745900,7.17917,65.527,0,0.68406,0.1534
965746800,8.19278,65.032,0,0.68875,0.1452
965747700,8.85687,64.537,0,0.69406,0.14
965748600,9.17144,64.042,0,0.7,0.14
965749500,8.19278,63.6482,0,0.70281,0.14
965750400,7.49374,63.187,0,0.70875,0.14
965751300,7.07431,62.6582,0,0.71781,0.1453
965752200,6.9345,62.062,0,0.73,0.1453
965753100,7.59859,61.1114,0,0.7575,0.1454
965754000,8.19278,60.2845,0,0.78,0.14
965754900,8.71706,59.5814,0,0.7975,0.14
965755800,9.17144,59.002,0,0.81,0.14
965756700,9.43008,58.7151,0,0.80719,0.14
965757600,9.70271,58.4395,0,0.80625,0.14
965758500,9.98932,58.1751,0,0.80719,0.14
